time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.02,0.0,0.0,1.00370514173,0.263831249184,0.0560246494881,0.0,0.0,0.0,0.370514172556,0.726403812193,0.334737656944,0.0,858.261519926,899.866401398,300.004962916,498.734771235
0.04,-0.000332322795623,0.00154521412715,1.01487388722,0.91760707795,0.117459344601,0.0,-0.0332322795623,0.154521412715,0.746360376949,1.85710956748,0.665615102455,0.0,858.664739093,899.835863491,300.010696583,581.027204239
0.06,-0.00175421192243,0.00973112687306,1.03173982024,3.05003049882,0.23298004538,0.0,-0.108956633118,0.664069861876,0.940232924895,3.90419590153,1.11773986119,0.0,842.809191368,899.739876471,300.029426751,735.311193753
0.08,-0.00550010421122,0.02361857661,1.04200946257,0.804349405614,0.554729361543,0.0,-0.265632595761,0.724675111822,0.0867313080573,6.71823936102,1.89155446294,0.0,799.53752704,899.761572487,300.302340719,848.493242207
0.1,-0.0144070929743,0.0422901874306,1.04580597482,5.10417104957,1.0099913132,0.0,-0.625066280543,1.14248597023,0.292919916816,9.60457158609,2.8052621431,0.0,778.87123137,899.847548098,300.313653486,874.53880957
0.12000000000000001,-0.0320428177727,0.062164915759,1.05092902431,3.04571576069,3.54497254761,0.0,-1.1385061993,0.844986862599,0.21938503263,12.4445147498,5.03186313634,0.0,561.545266421,899.731775115,300.413542592,894.777648255
0.14,-0.0523542196247,0.0785178100452,1.05907579901,0.385316127466,5.44152701951,0.0,-0.8926339859,0.790302566024,0.595292437396,15.0421657575,6.92707669116,0.0,609.216896395,899.93969343,300.287830365,899.217416887
0.16,-0.0645672200644,0.0962198581357,1.07369740984,3.28701651488,5.60339778038,0.0,-0.328666058069,0.979902243025,0.866868645214,17.3228924278,6.7110710105,0.0,899.892533232,899.560528324,300.116800805,899.315587138
0.18,-0.0663875108624,0.11496882096,1.08325319341,5.54024810842,5.75768056279,0.0,0.14663697827,0.894994039426,0.0887097116287,19.2757230631,6.51076443443,0.0,899.864780253,899.87273692,300.156415335,899.471095903
0.19999999999999998,-0.05965770784,0.128436703266,1.08788725335,0.975721966126,5.90584966036,0.0,0.526343323966,0.451794191135,0.374696282866,20.9086007092,6.32127137977,0.0,900.03360764,899.906094948,300.351975591,899.36047292
0.21999999999999997,-0.0463453269937,0.143293547749,1.0973595795,2.28323242884,6.04836058406,0.0,0.804894760671,1.03389025715,0.572536332443,22.2422711696,6.14190864059,0.0,900.068826628,899.824356303,300.203143225,898.479907532
0.23999999999999996,-0.0284902240403,0.169540398653,1.10204523323,3.30528383943,6.18515224501,0.0,0.980615534662,1.59079483324,-0.103970959693,23.3167068235,5.97485482811,0.0,899.90558874,899.952198826,300.237571239,898.161425122
0.25999999999999995,-0.00814229228721,0.200141202442,1.09057759263,4.13046770822,0.0337355362595,0.0,1.05417764065,1.46928554566,-1.04279310084,24.1638782729,5.8181927595,0.0,900.058727443,900.292118106,300.095000438,897.014867604
0.27999999999999997,0.0127305999826,0.224437877077,1.06439636999,5.18585339237,0.202290929239,0.0,1.03311158633,0.960381917849,-1.5753291632,23.0941978359,6.14127645698,0.0,840.548556984,900.010078538,300.54976899,652.095735817
0.3,0.0322343611434,0.23862620679,1.03349463494,6.21771195338,0.488908879847,0.0,0.91726452975,0.458451053509,-1.51484434192,22.0265137962,6.71362673691,0.0,804.988235647,899.879469235,300.547002141,613.551239779
0.32,0.0479729450956,0.247474068969,1.00612508161,0.609817229953,1.13043488012,0.0,0.656593865471,0.426335164358,-1.22211099064,21.3412980523,7.72085408516,0.0,737.971508119,899.205312691,300.696025802,642.798659602
0.34,0.0560152290025,0.257369803003,0.981689068164,1.61050383769,4.39623798073,0.0,0.147634525217,0.563238239023,-1.22149035393,22.4126156025,10.2154025489,0.0,454.40675547,899.781276589,300.511132372,876.33149208
0.36000000000000004,0.0661619878004,0.266285194054,0.955397068659,2.60324562546,4.7065400824,0.0,0.867041354577,0.328300866087,-1.40770959655,23.4561571453,9.7549808928,0.0,899.802418284,900.265945514,300.543410463,898.636011932
0.38000000000000006,0.0910475828855,0.272833744068,0.925311825906,3.39671481339,4.99074785334,0.0,1.62151815393,0.326554135354,-1.60081467876,24.2615713804,9.33282416104,0.0,900.012547213,900.124042319,300.41848312,895.567792681
0.4000000000000001,0.130666109526,0.278847575203,0.889340994772,4.0481736305,5.25336327229,0.0,2.34033451015,0.274828978089,-1.99626843465,24.8381602972,8.94305772912,0.0,900.313763392,899.969148906,300.411214119,888.509176808
0.4200000000000001,0.183779160503,0.281368978352,0.845107072709,4.59079770515,5.49666139273,0.0,2.97097058758,-0.0226886631218,-2.42712377166,25.1410162653,8.58406757365,0.0,900.467312312,899.99184144,300.691641062,870.267492561
0.4400000000000001,0.248272066446,0.275871478437,0.793960008532,5.0948760939,5.72361154583,0.0,3.47832000669,-0.52706132846,-2.68758264605,25.0908552557,8.25159561506,0.0,900.850530906,900.199385098,300.776969048,833.680036576
0.46000000000000013,0.321422233878,0.2599282715,0.740384439116,5.79583523601,5.93530700507,0.0,3.83669673652,-1.06725936518,-2.66997429549,24.4597577403,7.94610078059,0.0,900.629784025,900.254883964,300.595481477,752.016943834
0.48000000000000015,0.400284039938,0.235704801533,0.69040752037,0.573052494091,6.13403384792,0.0,4.04948386942,-1.35508763151,-2.32771757914,23.3909196698,7.66394895185,0.0,900.477964591,900.316435479,300.828514737,663.014946076
0.5000000000000001,0.482123821923,0.211989136717,0.647138736806,1.56828994621,0.0391697603765,0.0,4.13449432912,-1.01647885014,-1.99916077726,22.3638665468,7.39921421442,0.0,900.521021249,900.140904026,300.575352917,631.490984081
0.5200000000000001,0.564640180338,0.194162256737,0.605217747997,4.478048944,1.09426036491,0.0,4.11714151234,-0.766209147808,-2.19293810369,20.1446407057,6.05228710411,0.0,669.868794748,455.695452491,300.306608722,303.842377848
0.5400000000000001,0.643987750447,0.177382597001,0.559031827017,0.192033074386,2.08408523275,0.0,3.81761549861,-0.911756825853,-2.42565399427,18.3589886548,4.73412237559,0.0,778.476848846,594.697413905,300.460382505,308.720024155
0.5600000000000002,0.715237008381,0.158581048269,0.505647942601,1.16022362091,3.54595149541,0.0,3.30731029471,-0.968398047313,-2.91273444733,19.4553560872,6.38771471661,0.0,650.066184601,897.641857332,300.533742406,811.262675447
0.5800000000000002,0.784230468096,0.133155649229,0.44282000387,2.8071333222,3.70264138812,0.0,3.59203567686,-1.57414185674,-3.37005942581,21.041422025,6.62827904637,0.0,847.158089879,899.85684543,300.683633796,897.514428823
0.6000000000000002,0.86005890126,0.0996736593652,0.379301785234,3.99024181677,3.83644570004,0.0,3.99080763947,-1.7740571296,-2.98176243776,22.2761528087,6.67805315601,0.0,869.128490631,899.412416351,300.785866328,889.630193556
0.6200000000000002,0.944468257948,0.0681893301603,0.321218419864,4.5302960458,3.97362690796,0.0,4.45012802936,-1.37437579089,-2.82657409922,22.7109658096,6.59296326474,0.0,881.573220102,895.479195773,300.875896898,817.79363404
0.6400000000000002,1.03803423739,0.0446801437689,0.263428143045,5.41434229389,4.14216716651,0.0,4.90646991454,-0.976542848254,-2.9524535827,21.7837906029,6.32210908531,0.0,888.178332621,878.50746388,300.623724579,624.524274819
0.6600000000000003,1.14003598699,0.0270098467996,0.20079462831,1.41766243297,4.95008013129,0.0,5.29370504535,-0.790486848673,-3.31089789076,19.8598209388,5.15465820149,0.0,893.433329453,762.736817486,300.167844367,362.916058893
0.6800000000000003,1.25274344063,0.0128579812962,0.132915812994,2.47381728386,5.05550485889,0.0,5.97704031859,-0.624699701668,-3.47698364091,21.0078265417,5.08637110802,0.0,892.339915117,898.341949285,299.891440867,851.346375405
0.7000000000000003,1.37771930229,0.00159116688954,0.0599088972667,3.04232685276,5.20641782673,0.0,6.52054584835,-0.501981738995,-3.82370793177,20.463119211,4.77272944727,0.0,896.638780542,872.013346249,299.699557478,632.813329446
0.7200000000000003,1.51160263748,-0.00825964853186,0.0,4.86667089872,0.36904715573,0.0,6.86778766982,-0.483099803145,-4.20599176217,18.7808102847,3.12934267159,0.0,898.434242154,685.55962827,299.745855075,360.37598266
